axis,c0,c1,c2,c3,rms_residual
ax(m/s2),-0.31506231621823,-0.00428473698305077,-0.000410798458310731,0.00011952221339684,0.0136052424107459
ay(m/s2),0.26040126413421,2.79532013256713e-05,-3.10847331556682e-05,6.46701835315823e-06,0.0137057443615201
az(m/s2),9.8204866810667,-0.0563900816091471,0.0245357483094598,-0.00299535710643914,0.025475487869549
gx(deg/h),-623.716225505528,473.803135087611,5.84426244513572,-4.37622478625229,112.241275817102
gy(deg/h),182.767655053454,-75.2691817693198,26.095980825883,-4.54010468116751,115.905205567218
gz(deg/h),-284.679439225444,160.166971890734,-95.3261775913253,12.5257579878015,144.747765476114
